N,iteration,fast,Time,
100,0,0,8.616499
100,0,1,7.4245877
200,0,0,10.540528
200,0,1,8.146511
300,0,0,12.597292
300,0,1,8.821314
400,0,0,16.277666
400,0,1,9.294594
500,0,0,18.92505
500,0,1,9.918992
600,0,0,21.729671
600,0,1,10.534255
700,0,0,27.927517
700,0,1,11.177378
800,0,0,34.999027
800,0,1,12.940381
900,0,0,41.560215
900,0,1,15.588327
1000,0,0,47.777523
1000,0,1,15.925023
1100,0,0,59.037388
1100,0,1,17.14891
1200,0,0,62.338787
1200,0,1,19.72811
1300,0,0,71.697464
1300,0,1,25.086885
1400,0,0,90.5019
1400,0,1,26.591587
1500,0,0,100.959305
1500,0,1,26.844042
1600,0,0,115.073944
1600,0,1,30.104366
1700,0,0,136.19234
1700,0,1,34.524315
1800,0,0,138.53249
1800,0,1,36.708466
1900,0,0,163.97324
1900,0,1,42.47339
2000,0,0,175.79533
2000,0,1,45.37827
2100,0,0,183.54768
2100,0,1,48.310677
2200,0,0,230.39111
2200,0,1,53.09783
2300,0,0,227.52235
2300,0,1,54.077248
2400,0,0,255.60378
2400,0,1,66.897316
2500,0,0,274.052
2500,0,1,59.73695
2600,0,0,296.61664
2600,0,1,72.42387
2700,0,0,325.55185
2700,0,1,74.72698
2800,0,0,359.04562
2800,0,1,91.44489
2900,0,0,378.9073
2900,0,1,87.90361
3000,0,0,400.2267
3000,0,1,82.60714
3100,0,0,439.53256
3100,0,1,96.49714
3200,0,0,448.9352
3200,0,1,112.61315
3300,0,0,485.3897
3300,0,1,140.02943
3400,0,0,548.0059
3400,0,1,141.73
3500,0,0,579.2022
3500,0,1,136.68192
3600,0,0,603.39233
3600,0,1,132.59943
3700,0,0,669.2548
3700,0,1,182.26709
3800,0,0,712.5959
3800,0,1,181.91203
3900,0,0,714.95624
3900,0,1,184.75795
4000,0,0,760.3307
4000,0,1,162.87137
4100,0,0,813.07837
4100,0,1,217.98065
4200,0,0,790.1164
4200,0,1,223.58452
4300,0,0,998.9818
4300,0,1,230.83533
4400,0,0,902.7961
4400,0,1,240.8169
4500,0,0,941.56445
4500,0,1,206.15677
4600,0,0,971.4466
4600,0,1,281.6873
4700,0,0,1231.6957
4700,0,1,218.5108
4800,0,0,1143.586
4800,0,1,269.75516
4900,0,0,1193.8688
4900,0,1,308.92664
5000,0,0,1316.7511
5000,0,1,372.92648
5100,0,0,1359.5645
5100,0,1,333.8597
5200,0,0,1608.5409
5200,0,1,327.4409
5300,0,0,1410.2439
5300,0,1,410.037
5400,0,0,1480.8917
5400,0,1,318.01425
5500,0,0,1828.6663
5500,0,1,532.5182
5600,0,0,1834.3136
5600,0,1,452.7855
5700,0,0,1926.1262
5700,0,1,509.57422
5800,0,0,1692.4827
5800,0,1,433.2704
5900,0,0,1831.6191
5900,0,1,476.5578
6000,0,0,1920.9304
6000,0,1,488.26538
6100,0,0,2290.3872
6100,0,1,512.85504
6200,0,0,2463.7542
6200,0,1,490.2064
6300,0,0,2257.1345
6300,0,1,516.8505
6400,0,0,2746.1504
6400,0,1,550.6449
6500,0,0,3057.98
6500,0,1,573.4958
6600,0,0,2703.3206
6600,0,1,546.2759
6700,0,0,2355.0818
6700,0,1,766.48865
6800,0,0,2705.249
6800,0,1,603.0824
6900,0,0,2771.0642
6900,0,1,649.6768
7000,0,0,2791.51
7000,0,1,634.75903
7100,0,0,
7100,0,1,845.03467
7200,0,0,2979.2593
7200,0,1,767.0532
7300,0,0,2936.032
7300,0,1,732.2484
7400,0,0,3587.638
7400,0,1,734.40436
7500,0,0,3808.078
7500,0,1,604.9615
7600,0,0,3128.8257
7600,0,1,858.33435
7700,0,0,3339.1357
7700,0,1,954.87976
7800,0,0,3744.5276
7800,0,1,996.7446
7900,0,0,3651.7405
7900,0,1,926.834
8000,0,0,4110.5557
8000,0,1,854.85443
8100,0,0,3630.4194
8100,0,1,1079.2347
8200,0,0,4348.1914
8200,0,1,1278.752
8300,0,0,4754.8687
8300,0,1,1127.2253
8400,0,0,4264.659
8400,0,1,929.9059
8500,0,0,4599.7407
8500,0,1,941.59906
8600,0,0,4805.85
8600,0,1,983.7679
8700,0,0,4413.0205
8700,0,1,1230.4779
8800,0,0,5051.073
8800,0,1,1104.0839
8900,0,0,6144.1997
8900,0,1,1160.7008
9000,0,0,
9000,0,1,1174.1685
9100,0,0,
9100,0,1,1177.8125
9200,0,0,
9200,0,1,1267.8986
9300,0,0,5984.6045
9300,0,1,1236.4875
9400,0,0,6188.88
9400,0,1,1784.372
9500,0,0,
9500,0,1,
9600,0,0,
9600,0,1,1648.0667
9700,0,0,
9700,0,1,1494.6089
9800,0,0,
9800,0,1,1541.6937
9900,0,0,
9900,0,1,1795.3588
10000,0,0,6352.141
10000,0,1,1724.8267
